Member-Collection-Inv	27	31	An expensive uniform and a strict ballot rendered it somewhat too exclusive in its character, but in the end it answered its purpose by becoming practically a muster of the National leaders of the present and the future.
Other	1	4	The train ride from station to station is approximate 30 minutes.
Entity-Origin	4	7	The archaeological site yields relics from long-forgotten culture.
Other	1	4	A maze of interlocking jurisdictions and levels of government confronts average citizens in trying to solve even the simplest of problems.
Cause-Effect	1	12	Water damage from roof leaks, plumbing leaks or flooding lead to the growth of molds.
Other	9	11	Warm weather is here, and with it comes the scourge of mosquitoes.
Other	1	4	The formation of struvite stones is associated with the presence of urea-splitting bacteria, most commonly Proteus mirabilis (but also Klebsiella, Serratia, Providencia species).
Other	36	41	Our army was successfully engaged during the day with strong rearguards of all arms on the Petit Morin River, thereby materially assisting the progress of the French armies on our right and left, against whom the enemy was making his greatest efforts.
Member-Collection-Inv	18	21	So when William did cross the Boyne on July 1st 1690, he had an army consisting of the riffraff of Europe's mercenaries.
Entity-Origin	2	11	The overall geometry of the heart was extracted from the intensity data.
Cause-Effect-Inv	1	4	The discomfort from the injury was now precluding him from his occupation which involved prolonged procedures in the standing position.
Member-Collection-Inv	13	15	Flames of purple, pink, yellow and blue dance in the air as a coven of sorcerers call forth energies from within the Empyrean.
Member-Collection-Inv	7	10	Out of the early morning haze, a convoy of articulated lorries pulls into the Gashouder square.
Entity-Destination	4	6	This book has transported readers into ancient times.
Other	7	9	We always try to maintain the best environment for programmers, starting with good salary and conducive working environment.
Content-Container	7	13	Indeed, a green or black basalt heart scarab was found put inside the body in its place.
Entity-Origin	2	9	The first motorcycle was manufactured in a small wood building with only one room.
Cause-Effect	1	8	The water pushed to the coast resulted in tides as much as three feet above normal, with waves of 5-10 feet atop these tides.
Message-Topic	1	6	The chapters in this book investigate issues and communities.
Entity-Destination	4	7	He rescheduled the birthday party to the next day.
Product-Producer-Inv	1	8	The bacterial aerosol was generated from an up-draft nebulizer.
Entity-Destination	0	4	 People have travelled into space, but not the deep ocean.
Entity-Origin	30	35	For those of you who are unsure what Afrikaans is, it is a language which originated from the Dutch which were the first settlers in South Africa and the unique language was evolved from other settlers from Malaya, Indonesia, Madagascar and West Africa.
Product-Producer-Inv	0	1	 Beaver dams are created as a protection against predators, such as coyotes, wolves and bears, and to provide easy access to food during winter.
Message-Topic	5	10	So, the theme of the play has to do with religion.
Message-Topic	4	8	There has been intense debate over the circles' origins.
Component-Whole-Inv	7	8	I have recently developed creases in my ear lobes.
Entity-Origin-Inv	3	12	Manufacturing extra neutral alcohol which is the basic ingredient used for making liquor, the commodity was largely used by companies making Indian Made Foreign Liquor (IMFL).
Instrument-Agency-Inv	2	10	Initially the user calibrates the microscope with a fluorescence lifetime standard positioned at the sample plane.
Component-Whole-Inv	1	5	The province comprises the southeastern part of Panay Island with island-province of Guimaras just across its coast.
Cause-Effect	1	8	The charge is the source of an electric field, which carries energy-the electrostatic self-energy.
Cause-Effect-Inv	1	8	The tardiness however has been caused by the arrival of my old man; who in true Bloodworth fashion has had me walking everywhere.
Content-Container	1	5	The key was in a chest.
Entity-Origin	1	7	The residue was distilled from an Arbuzov flask.
Member-Collection-Inv	13	16	As the Gondorians moved forward the evil force started to withdraw, unleashing a rain of deadly arrows into the heavily armoured Gondorians.
Message-Topic	5	9	It is a medieval Latin manuscript relating the early history of the Isle of Man.
Cause-Effect-Inv	7	10	The river had now turned into full flood after the deluge of rain a few days ago.
Component-Whole-Inv	17	20	He stopped rowing when the boat was opposite to the paddle wheel of the steamer, and the steamer stopped her engine at the same time.
Instrument-Agency-Inv	3	10	This is the umbrella that peels the potatoes with a pencil and makes a pink ink with the peelings stood up.
Entity-Origin-Inv	2	3	This American-style wheat ale is a light, unfiltered brew with a citrus aroma andflavor imparted by a late addition of lemon grass.
Entity-Origin	1	4	The car left the plant.
Component-Whole-Inv	10	13	Our experience extends to 15 years continued promotion of this archipelago of nine islands.
Content-Container	11	18	To separate the solids at the end of the experiment, the clay was contained in a semi- permeable membrane tubing.
Entity-Destination	4	6	This machine is blowing sand into molds.
Other	1	10	The cultivation consisted of plowing the crop with a double-shovel plow.
Message-Topic	2	5	The final chapter offers a theological survey of the use of the formula.
Cause-Effect-Inv	3	8	She mentioned the scandal caused by a BBC documentary on the treatment of children in a special-needs home and asked how the state had responded to these.
Component-Whole	4	7	Isolated fractures of the shaft of the ulna, without other fractures, often result when the forearm is raised to fend off a blow.
Other	4	6	We have placed the candidates into roles.
Other	4	6	Frequent agitations throw academic life into disarray.
Product-Producer-Inv	5	6	Still other examples of the potter's ceramics are clad in slinky assortments of tassels and beads.
Component-Whole	1	4	The nasal cavity of birds contains turbinates (Bang 1971), cartilaginous structures that are thought to have as one of their functions water recovery from air.
Other	5	8	Thus, in simple words, a tendon attaches a muscle to a bone.
Other	0	4	 Positions were denoted by black dots along the tracks, the adjacent numbers indicating the day of the month.
Cause-Effect-Inv	7	12	The World Health Organization(WHO) found that the radiation release from the Chernobyl accident was 200 times that of the Hiroshima and Nagasaki.
Content-Container-Inv	4	8	My dog ate a cellophane bag full of dog treats on Tuesday.
Component-Whole-Inv	1	7	The owl held the mouse in its claw.
Entity-Destination	12	22	This is how grain was delivered to the wooden grain bins and hay was put inside the upper part of the rock barn.
Product-Producer-Inv	7	11	Police foiled an attempt to kill an artist who drew a cartoon depicting the Prophet Muhammad that sparked outrage in the Muslim world.
Entity-Destination	16	20	"When Woody Harrelson received a copy of the screenplay for ""Zombieland"" last year, he stuffed the paper into his duffel bag of unread scripts and promptly forgot about it."
Member-Collection-Inv	4	8	The city is a treasure trove of terrific libraries, interesting museums, and wonderful Victorian architecture complemented by the incomparable work of Scotland's greatest architect, Charles Rennie Mackintosh.
Component-Whole	3	6	We leave the bail of the reel open and place your the rod in a double mounted set up as shown on the facing page.
Entity-Origin	10	15	The Mapungubwe Collection at the University of Pretoria features remarkable works from the largely forgotten kingdom of Mapungubwe that flourished near the confluence of the Limpopo and Shashe Rivers between 1000 and 1300 AD.
Cause-Effect-Inv	6	10	Also, in the midst of the confusion caused by the coup, the issuing of militant posters was a way for artists and organizations to declare their active engagement against the rebellion.
Product-Producer	7	11	The title is taken from an 1813 book by a Virginia planter and senator named John Taylor.
Member-Collection-Inv	5	11	In the same way, a society is built up of many individuals.
Instrument-Agency-Inv	1	8	The scientist approached the big cat with a notepad and a pencil in her hands.
Entity-Origin	2	9	The bottom photo is from the New York public library.
Cause-Effect	1	6	The accident caused a major traffic snarl on the arterial road.
Other	13	15	Two plane crash survivors have paid a special visit to the Hutt Hospital surgeon whose team helped to re-build their shattered faces eight years ago.
Content-Container	1	5	The dress was in a trunk dated summer of 1938 along with several other dresses from this same period.
Cause-Effect-Inv	13	18	The various forms of idealistic, materialistic and agnostic philosophies are subject to the tension caused by the indicated situation.
Member-Collection	13	16	From him, Cain learns that Alexis had survived his suicide and became the leader of that organization, renaming it Delilah.
Product-Producer-Inv	3	11	James Hagler, Venice's director of historical resources, has completed a picture book of the area's buildings.
Entity-Destination	4	8	A program has fetched data into host variable arrays.
Entity-Destination	3	6	Recently, only insignificant things arrive to theatres.
Other	3	4	Tissue damage and electrode corrosion are both associatcd with high charge density stimulation.
Component-Whole-Inv	7	9	Two of Walters's fingers are inside the koala 's pouch.
Member-Collection-Inv	11	14	In a former residence, your writer had an atrium containing a duel of dove moles numbering 22.
Component-Whole-Inv	6	7	To stand up to the wind, umbrella frames are strong yet flexible.
Cause-Effect-Inv	0	18	 Contractions of the diaphragm are caused by stimulation of the vagus nerve either by the brain or by irritation anywhere along the length of the nerve.
Entity-Origin	3	6	A 15 minute plane drive from runway to terminal is uncommon.
Entity-Origin	2	8	The geometric skeleton is derived from a static object using an implicit 'directions' method.
Product-Producer-Inv	1	5	The filmmakers dug a large hole in the ground for the scene where the Narnians cause the pillars supporting the growth near Aslan's How to collapse on the Telmarines.
Message-Topic	4	6	It is a monthly report providing opinion and advice on current United States government contract issues.
Instrument-Agency-Inv	0	9	 Governments, frightened of losing votes, resolved the crisis through subsidization.
Other	15	16	For Christmas, Daniel gave Kelly a Tiffany bracelet, and for Valentine's Day he bought a diamond necklace.
Member-Collection-Inv	4	7	We also passed a wake of turkey buzzards, and I was again glad to not be driving, because my car and I both have shaky nerves still, from the Great Turkey Buzzard Incident of '08.
Cause-Effect-Inv	1	6	Plantar warts are caused by a virus that infects the outer layer of skin on the soles of the feet.
Other	1	10	The sensor was manufactured in a cost effective thin film process.
Other	62	65	The putative left, we see, is just as eager as the nominal right to brand crime and violence with any hint of political motivation as terrorism, and therefore to remove it from the ordinary processes of criminal law and sanction, which are already quite draconian in these United States, and to animate parallel systems of harsher surveillance and punishment for the political compeers of such criminals.
Component-Whole-Inv	1	24	The list of the 10 Most Beautiful Women posted on the official Web site of the 2009 Australian Open was filled with sleek, thin images.
Component-Whole	1	4	The rope of the prayer-bell was there in a perfect state and coiled up.
Instrument-Agency-Inv	9	16	One man pours on a liquid while the other man stirs the mixture with a wooden paddle or spatula.
Member-Collection-Inv	15	19	Besides, the Chinese case also challenges some ideas of RSS theory, including the concept of alliance of different social classes and the role of working class in democratization.
Entity-Destination	11	15	As the US and Colombian military put pressure on drug traffickers, operations are migrating into nearby countries.
Content-Container	2	6	A conical cover preserved in a ewer in Athens accords extremely well with the form of these vessels.
Component-Whole-Inv	5	8	The front of the boring machine contains tungsten-tipped picks that workers guide with the use of laser projections on video screens.
Entity-Destination	3	6	They incorporated the immigrant flows into microsimulation.
Entity-Origin	10	14	I have always felt so relieved that Roy and the boys had left the creek.
Message-Topic	2	6	The first report analyses the adaptation strategies of the EU member states.
Product-Producer	11	15	Cook's discoveries prepared the way for establishment of a new penal colony by the colonial power.
Other	6	10	This process passes on a health gene to the next generation.
Instrument-Agency	1	4	A telescope assists the eye chiefly in two ways.
Entity-Destination	1	7	The boy accidentally went into the girl's bathroom.
Content-Container	1	7	The document is stored in the proper folder as a text.
Message-Topic	8	14	Unfortunately, they just had brief mentions and more pages were spent describing the clubs scene.
Other	9	10	The map to the left shows a snapshot of weather conditions in selected towns across Italy.
Member-Collection-Inv	7	9	I reflected on this while passing a passel of pigeons parading on a Loop sidewalk the other day.
Other	3	7	The retailers poured resources into promoting low-alcohol wine.
Content-Container	11	15	Fiscus was the treasury of the Roman emperor, so-called because the money was stored in baskets.
Entity-Destination	3	8	Hundreds of toxic chemicals were released into the atmosphere.
Other	2	10	The final part of the court is completed by the chapel, begun by Mary I in 1554 in memory of her father.
Content-Container	0	10	 Mobile lost in the ocean was found in a cod belly.
Message-Topic	1	5	The flyer advertised a two-week workshop being conducted at the university this summer.
Other	1	5	The hotel arose from the reconstruction of historical building.
Message-Topic	2	6	This revised edition incorporates new research findings and advances in the treatment of genetic disorders, including gene-directed therapies.
Member-Collection	0	4	 Fish swim in a shoal, but they fall one by one.
Entity-Destination	1	8	All bookmarks have been exported to a single file.
Instrument-Agency-Inv	1	5	The team used the newly-developed nanoparticle to build therapies for treating individuals with cardiovascular disease.
Message-Topic-Inv	4	7	Tobia made a stunning revelation in a phone call in September 2002.
Member-Collection-Inv	12	16	It was also home to a bale of snapping turtles and a siege of great blue herons.
Entity-Destination	1	6	The indenter is pushed into the material, and both the load and displacement increase.
Entity-Destination	2	12	The latest issue of Five Bells has been sent to poet union members.
Component-Whole-Inv	0	8	 Cruisers and large yachts have much more sophisticated fittings that that require more skills.
Instrument-Agency-Inv	1	7	The accused killed the victim with a kirpan and separated the head from the body and threw it in a canal near Nabha.
Member-Collection-Inv	13	16	There are enough gills there to serve the oxygen demands of an entire shiver of whale sharks.
Entity-Destination	17	21	The inhabitants send messages to each other by placing the message in a capsule and placing the capsule in a message tube.
Component-Whole-Inv	2	6	The finished doll was made with stockings for the face and a baby sock for the body.
Message-Topic	9	12	It is the document repository of extremely valuable archival documents illustrating the history of the Spanish Empire.
Other	10	14	"This ""all around immature nice guy"" is, above all, a choreographer, having devised the moves to the film adaptation of Hairspray."
Other	1	8	The state has assembled a $230 million incentive package to lure the project, which could mean as many as 9000 jobs.
Content-Container-Inv	6	9	When you strike someone with a bottle full of carbonated beverage, apparently a vacuum is created and then quickly refills, which is somehow capable of breaking the glass.
Content-Container	1	6	Welding wire is coiled in a pail and used as an electrode in an automatic or semiautomatic welding operation.
Cause-Effect	2	5	The stong earthquake caused a blackout on the sound stage and short-circuited some of the neon-tubed violins.
Message-Topic-Inv	1	7	Various configurations have been illustrated in the drawings.
Member-Collection	3	9	Avci was the head of the chief of the police in Diyarbakir between 1984 and 1992.
Component-Whole-Inv	1	13	The series comprises some re-issues of the previous books, as well as new titles.
Product-Producer-Inv	2	7	The agitating students also put up a barricade on the Dhaka-Mymensingh highway disrupting vehicular movement for about two hours from 10:30am to 12:30pm.
Other	1	4	The solution comprises the creation of a decentralized Internet host name resolution system with flat hierarchy on the basis of Metrized Small World data structure.
Cause-Effect-Inv	21	24	Tension Release by Mega Food contains Sensoril, a clinically studied extract of a Ashwagandha that helps to inhibit fatigue and physical tension from everyday stress.
Other	19	21	With an innate desire to know and to do, mankind has progressed past placing a dead fish in every hill of corn, beans and squash.
Entity-Destination	8	10	Mayans charted Venus's motion across the sky, poured chocolate into jars and interred them with the dead.
Entity-Origin	1	6	The elephant descended from an aquatic animal.
Other	2	5	A special meeting of the shareholders of Lydia Diamond was held on December 23rd, 2009 and the Sale was approved by the shareholders.
Entity-Destination	3	7	He inserted a needle into the tattoo machine.
Other	11	16	The aim of this study, therefore, was to examine the embryo quality obtained from vitrified, warmed oocytes in a standard infertility population.
Entity-Destination	1	7	"The letter was sent from group to group of the dispersed believers to try and build them up ""to encourage them"" to fill them with hope."
Cause-Effect	0	9	 Cardiovascular disease is one of the leading causes of morbidity and mortality in the UK, as well as in the developed and the developing world.
Other	10	14	The level surface closest to the MSS, known as the geoid, departs from an ellipsoid by about 100 m in each direction.
Entity-Destination	7	13	After soaking them overnight, we slipped the beans into a fairly wide-necked wine flask that's been peeled of its straw wrapper.
Cause-Effect-Inv	0	4	 Dizziness from nasal and sinus pressure usually can be seen on a good nasal examination and a CT of the sinuses.
Instrument-Agency-Inv	4	8	Students actually benefit from study through an STS approach.
Other	5	11	In the 2006 campaign, the governor won the Hispanic vote with appearances such as one at Casa de Maryland.
Content-Container	1	6	The bomb was hidden in a handcart near the Mar Toma Church, also known as Church of St. Thomas, in the city of Mosul.
Member-Collection-Inv	14	18	She does, however, remember walking through campus when a chipper salesman gave her a fistful of bright orange coupons offering her and her friends complimentary slices of pizza.
Entity-Destination	5	8	I have imported an audio book into the software.
Entity-Destination	1	6	The soldiers moved into the deep jungle.
Other	1	4	The chair of the corporation, at the time of election, shall be either a former President, the retiring President, or a member (not emeritus) of the Corporation.
Other	1	6	The hole was found in a piece of the package that was ripped off near its edge.
